date,filename,total_rain,rain_class,period,wet
2023-03-25 12:35:00,SMM00894_20230325_123500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 12:40:00,SMM00894_20230325_124000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 12:45:00,SMM00894_20230325_124500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 12:50:00,SMM00894_20230325_125000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 12:55:00,SMM00894_20230325_125500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:00:00,SMM00894_20230325_130000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:05:00,SMM00894_20230325_130500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:10:00,SMM00894_20230325_131000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:15:00,SMM00894_20230325_131500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:20:00,SMM00894_20230325_132000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:25:00,SMM00894_20230325_132500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:30:00,SMM00894_20230325_133000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:35:00,SMM00894_20230325_133500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:40:00,SMM00894_20230325_134000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:45:00,SMM00894_20230325_134500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:50:00,SMM00894_20230325_135000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 13:55:00,SMM00894_20230325_135500_0-2_light_afternoon.wav,0.2,light,afternoon,
2023-03-25 14:00:00,SMM00894_20230325_140000_1-4_heavy_afternoon.wav,1.4,heavy,afternoon,
2023-03-25 14:05:00,SMM00894_20230325_140500_0-2_light_afternoon.wav,0.2,light,afternoon,
2023-03-25 14:10:00,SMM00894_20230325_141000_0-2_light_afternoon.wav,0.2,light,afternoon,
2023-03-25 14:15:00,SMM00894_20230325_141500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,True
2023-03-25 14:20:00,SMM00894_20230325_142000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,True
2023-03-25 14:25:00,SMM00894_20230325_142500_0-2_no-rain_afternoon.wav,0.2,no-rain,afternoon,False
2023-03-25 14:30:00,SMM00894_20230325_143000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,True
2023-03-25 14:35:00,SMM00894_20230325_143500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,True
2023-03-25 14:40:00,SMM00894_20230325_144000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 14:45:00,SMM00894_20230325_144500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 14:50:00,SMM00894_20230325_145000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 14:55:00,SMM00894_20230325_145500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:00:00,SMM00894_20230325_150000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:05:00,SMM00894_20230325_150500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:10:00,SMM00894_20230325_151000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:15:00,SMM00894_20230325_151500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:20:00,SMM00894_20230325_152000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:25:00,SMM00894_20230325_152500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:30:00,SMM00894_20230325_153000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:35:00,SMM00894_20230325_153500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:40:00,SMM00894_20230325_154000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:45:00,SMM00894_20230325_154500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:50:00,SMM00894_20230325_155000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 15:55:00,SMM00894_20230325_155500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:00:00,SMM00894_20230325_160000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:05:00,SMM00894_20230325_160500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:10:00,SMM00894_20230325_161000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:15:00,SMM00894_20230325_161500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:20:00,SMM00894_20230325_162000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:25:00,SMM00894_20230325_162500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:30:00,SMM00894_20230325_163000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:35:00,SMM00894_20230325_163500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:40:00,SMM00894_20230325_164000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:45:00,SMM00894_20230325_164500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:50:00,SMM00894_20230325_165000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 16:55:00,SMM00894_20230325_165500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:00:00,SMM00894_20230325_170000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:05:00,SMM00894_20230325_170500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:10:00,SMM00894_20230325_171000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:15:00,SMM00894_20230325_171500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:20:00,SMM00894_20230325_172000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:25:00,SMM00894_20230325_172500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:30:00,SMM00894_20230325_173000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:35:00,SMM00894_20230325_173500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:40:00,SMM00894_20230325_174000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:45:00,SMM00894_20230325_174500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:50:00,SMM00894_20230325_175000_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 17:55:00,SMM00894_20230325_175500_0-0_no-rain_afternoon.wav,0.0,no-rain,afternoon,
2023-03-25 18:00:00,SMM00894_20230325_180000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:05:00,SMM00894_20230325_180500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:10:00,SMM00894_20230325_181000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:15:00,SMM00894_20230325_181500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:20:00,SMM00894_20230325_182000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:25:00,SMM00894_20230325_182500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:30:00,SMM00894_20230325_183000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:35:00,SMM00894_20230325_183500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:40:00,SMM00894_20230325_184000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:45:00,SMM00894_20230325_184500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:50:00,SMM00894_20230325_185000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 18:55:00,SMM00894_20230325_185500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:00:00,SMM00894_20230325_190000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:05:00,SMM00894_20230325_190500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:10:00,SMM00894_20230325_191000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:15:00,SMM00894_20230325_191500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:20:00,SMM00894_20230325_192000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:25:00,SMM00894_20230325_192500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:30:00,SMM00894_20230325_193000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:35:00,SMM00894_20230325_193500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:40:00,SMM00894_20230325_194000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:45:00,SMM00894_20230325_194500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:50:00,SMM00894_20230325_195000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 19:55:00,SMM00894_20230325_195500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:00:00,SMM00894_20230325_200000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:05:00,SMM00894_20230325_200500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:10:00,SMM00894_20230325_201000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:15:00,SMM00894_20230325_201500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:20:00,SMM00894_20230325_202000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:25:00,SMM00894_20230325_202500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:30:00,SMM00894_20230325_203000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:35:00,SMM00894_20230325_203500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:40:00,SMM00894_20230325_204000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:45:00,SMM00894_20230325_204500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:50:00,SMM00894_20230325_205000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 20:55:00,SMM00894_20230325_205500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:00:00,SMM00894_20230325_210000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:05:00,SMM00894_20230325_210500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:10:00,SMM00894_20230325_211000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:15:00,SMM00894_20230325_211500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:20:00,SMM00894_20230325_212000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:25:00,SMM00894_20230325_212500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:30:00,SMM00894_20230325_213000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:35:00,SMM00894_20230325_213500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:40:00,SMM00894_20230325_214000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:45:00,SMM00894_20230325_214500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:50:00,SMM00894_20230325_215000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 21:55:00,SMM00894_20230325_215500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:00:00,SMM00894_20230325_220000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:05:00,SMM00894_20230325_220500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:10:00,SMM00894_20230325_221000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:15:00,SMM00894_20230325_221500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:20:00,SMM00894_20230325_222000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:25:00,SMM00894_20230325_222500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:30:00,SMM00894_20230325_223000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:35:00,SMM00894_20230325_223500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:40:00,SMM00894_20230325_224000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:45:00,SMM00894_20230325_224500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:50:00,SMM00894_20230325_225000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 22:55:00,SMM00894_20230325_225500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:00:00,SMM00894_20230325_230000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:05:00,SMM00894_20230325_230500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:10:00,SMM00894_20230325_231000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:15:00,SMM00894_20230325_231500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:20:00,SMM00894_20230325_232000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:25:00,SMM00894_20230325_232500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:30:00,SMM00894_20230325_233000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:35:00,SMM00894_20230325_233500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:40:00,SMM00894_20230325_234000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:45:00,SMM00894_20230325_234500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:50:00,SMM00894_20230325_235000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-25 23:55:00,SMM00894_20230325_235500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:00:00,SMM00894_20230326_000000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:05:00,SMM00894_20230326_000500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:10:00,SMM00894_20230326_001000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:15:00,SMM00894_20230326_001500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:20:00,SMM00894_20230326_002000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:25:00,SMM00894_20230326_002500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:30:00,SMM00894_20230326_003000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:35:00,SMM00894_20230326_003500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:40:00,SMM00894_20230326_004000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:45:00,SMM00894_20230326_004500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:50:00,SMM00894_20230326_005000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 00:55:00,SMM00894_20230326_005500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:00:00,SMM00894_20230326_010000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:05:00,SMM00894_20230326_010500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:10:00,SMM00894_20230326_011000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:15:00,SMM00894_20230326_011500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:20:00,SMM00894_20230326_012000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:25:00,SMM00894_20230326_012500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:30:00,SMM00894_20230326_013000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:35:00,SMM00894_20230326_013500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:40:00,SMM00894_20230326_014000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:45:00,SMM00894_20230326_014500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:50:00,SMM00894_20230326_015000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 01:55:00,SMM00894_20230326_015500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:00:00,SMM00894_20230326_020000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:05:00,SMM00894_20230326_020500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:10:00,SMM00894_20230326_021000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:15:00,SMM00894_20230326_021500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:20:00,SMM00894_20230326_022000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:25:00,SMM00894_20230326_022500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:30:00,SMM00894_20230326_023000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:35:00,SMM00894_20230326_023500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:40:00,SMM00894_20230326_024000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:45:00,SMM00894_20230326_024500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:50:00,SMM00894_20230326_025000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 02:55:00,SMM00894_20230326_025500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:00:00,SMM00894_20230326_030000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:05:00,SMM00894_20230326_030500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:10:00,SMM00894_20230326_031000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:15:00,SMM00894_20230326_031500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:20:00,SMM00894_20230326_032000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:25:00,SMM00894_20230326_032500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:30:00,SMM00894_20230326_033000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:35:00,SMM00894_20230326_033500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:40:00,SMM00894_20230326_034000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:45:00,SMM00894_20230326_034500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:50:00,SMM00894_20230326_035000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 03:55:00,SMM00894_20230326_035500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:00:00,SMM00894_20230326_040000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:05:00,SMM00894_20230326_040500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:10:00,SMM00894_20230326_041000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:15:00,SMM00894_20230326_041500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:20:00,SMM00894_20230326_042000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:25:00,SMM00894_20230326_042500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:30:00,SMM00894_20230326_043000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:35:00,SMM00894_20230326_043500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:40:00,SMM00894_20230326_044000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:45:00,SMM00894_20230326_044500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:50:00,SMM00894_20230326_045000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 04:55:00,SMM00894_20230326_045500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:00:00,SMM00894_20230326_050000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:05:00,SMM00894_20230326_050500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:10:00,SMM00894_20230326_051000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:15:00,SMM00894_20230326_051500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:20:00,SMM00894_20230326_052000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:25:00,SMM00894_20230326_052500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:30:00,SMM00894_20230326_053000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:35:00,SMM00894_20230326_053500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:40:00,SMM00894_20230326_054000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:45:00,SMM00894_20230326_054500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:50:00,SMM00894_20230326_055000_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 05:55:00,SMM00894_20230326_055500_0-0_no-rain_night.wav,0.0,no-rain,night,
2023-03-26 06:00:00,SMM00894_20230326_060000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:05:00,SMM00894_20230326_060500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:10:00,SMM00894_20230326_061000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:15:00,SMM00894_20230326_061500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:20:00,SMM00894_20230326_062000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:25:00,SMM00894_20230326_062500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:30:00,SMM00894_20230326_063000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:35:00,SMM00894_20230326_063500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:40:00,SMM00894_20230326_064000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:45:00,SMM00894_20230326_064500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:50:00,SMM00894_20230326_065000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 06:55:00,SMM00894_20230326_065500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:00:00,SMM00894_20230326_070000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:05:00,SMM00894_20230326_070500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:10:00,SMM00894_20230326_071000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:15:00,SMM00894_20230326_071500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:20:00,SMM00894_20230326_072000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:25:00,SMM00894_20230326_072500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:30:00,SMM00894_20230326_073000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:35:00,SMM00894_20230326_073500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:40:00,SMM00894_20230326_074000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:45:00,SMM00894_20230326_074500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:50:00,SMM00894_20230326_075000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 07:55:00,SMM00894_20230326_075500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:00:00,SMM00894_20230326_080000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:05:00,SMM00894_20230326_080500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:10:00,SMM00894_20230326_081000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:15:00,SMM00894_20230326_081500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:20:00,SMM00894_20230326_082000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:25:00,SMM00894_20230326_082500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:30:00,SMM00894_20230326_083000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:35:00,SMM00894_20230326_083500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:40:00,SMM00894_20230326_084000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:45:00,SMM00894_20230326_084500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:50:00,SMM00894_20230326_085000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 08:55:00,SMM00894_20230326_085500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:00:00,SMM00894_20230326_090000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:05:00,SMM00894_20230326_090500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:10:00,SMM00894_20230326_091000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:15:00,SMM00894_20230326_091500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:20:00,SMM00894_20230326_092000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:25:00,SMM00894_20230326_092500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:30:00,SMM00894_20230326_093000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:35:00,SMM00894_20230326_093500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:40:00,SMM00894_20230326_094000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:45:00,SMM00894_20230326_094500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:50:00,SMM00894_20230326_095000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 09:55:00,SMM00894_20230326_095500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 10:00:00,SMM00894_20230326_100000_0-0_no-rain_morning.wav,0.0,no-rain,morning,
2023-03-26 10:05:00,SMM00894_20230326_100500_0-0_no-rain_morning.wav,0.0,no-rain,morning,
